"egoid","completed_6","completed_5","completed_4","completed_3","completed_2","completed_1","euthanasia_6","euthanasia_5","euthanasia_4","euthanasia_3","euthanasia_2","euthanasia_1","fssocsec_6","fssocsec_5","fssocsec_4","fssocsec_3","fssocsec_2","fssocsec_1","fswelfare_6","fswelfare_5","fswelfare_4","fswelfare_3","fswelfare_2","fswelfare_1","jobguar_6","jobguar_5","jobguar_4","jobguar_3","jobguar_2","jobguar_1","marijuana_6","marijuana_5","marijuana_4","marijuana_3","marijuana_2","marijuana_1","toomucheqrights_6","toomucheqrights_5","toomucheqrights_4","toomucheqrights_3","toomucheqrights_2","toomucheqrights_1"
50709,"2013-05-02 23:09:00","2013-01-22 00:32:33","2012-08-20 14:26:38","2012-05-14 15:48:51","2012-02-10 22:05:21","2011-08-16 09:27:00",1,1,1,1,1,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,1,1,1,NA,1,1,1,1,NA,0,0,0,0,0,NA,0,NA,NA
45945,"2013-05-02 14:42:41","2013-01-29 00:41:17","2012-08-26 14:52:05","2012-05-09 23:21:47","2012-02-03 13:16:48","2011-08-16 19:23:00",0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1
80193,"","","","","","2011-08-22 11:05:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
28831,"2013-05-02 15:24:37","2013-01-19 13:24:25","2012-09-04 21:21:09","2012-05-17 18:04:21","2012-03-02 21:36:59","2011-08-16 00:55:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,1,1
96600,"","","","","2012-01-28 13:41:02","2011-08-17 12:00:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
64772,"","","2012-08-26 17:18:32","2012-05-14 01:44:31","2012-01-30 15:08:40","2011-08-17 02:15:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
48990,"","2013-02-03 21:42:43","2012-09-13 15:27:31","2012-05-18 16:06:00","2012-02-07 13:16:21","2011-08-21 01:31:00",NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,1,1,1
61280,"","","2012-09-10 14:43:20","2012-05-21 20:45:21","2012-01-28 16:49:12","2011-08-15 21:03:00",NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,NA,1
22540,"","","","","2012-02-29 14:25:24","2011-08-15 18:42:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1
39122,"","2013-01-20 15:51:07","2012-08-20 11:11:14","2012-05-12 23:07:33","2012-01-29 15:27:40","2011-08-15 15:24:00",NA,1,1,1,1,0,NA,NA,NA,0,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,1,1,NA,NA,0,0,NA,0
89827,"2013-05-10 02:03:57","2013-01-24 00:37:57","2012-09-02 19:41:18","2012-05-17 17:33:22","2012-01-29 21:14:39","2011-08-19 19:08:00",NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA
86610,"","2013-01-24 20:33:47","2012-08-25 21:21:52","2012-05-20 20:05:58","2012-02-22 16:46:07","2011-08-15 19:47:00",NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
57637,"2013-05-07 20:09:26","2013-01-19 14:19:52","2012-08-21 16:36:16","2012-05-14 21:42:26","2012-01-28 15:59:08","2011-08-15 23:52:00",1,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
10353,"","","2012-09-01 11:58:54","2012-05-09 13:27:43","2012-01-28 23:47:12","2011-08-17 11:39:00",NA,NA,1,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,0,NA,NA,NA
46160,"2013-05-10 15:30:11","2013-01-23 02:13:16","2012-08-29 15:57:21","2012-05-18 02:06:21","2012-02-05 21:16:47","2011-08-15 15:59:00",0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,1,0
45000,"2013-05-20 12:07:07","2013-01-22 12:45:25","2012-09-07 19:40:09","2012-05-19 00:08:40","","2011-08-15 16:39:00",NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
88133,"2013-06-08 21:40:57","2013-01-22 22:20:10","2012-08-26 16:58:38","2012-05-18 17:45:43","2012-01-28 22:38:45","2011-08-21 23:33:00",NA,NA,NA,0,0,0,1,1,NA,1,1,NA,1,1,1,1,1,NA,0,0,1,0,0,0,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA
75261,"2013-05-12 00:02:45","2013-01-22 11:18:49","2012-09-05 01:43:35","2012-05-16 23:05:24","2012-01-28 17:50:43","2011-08-16 07:50:00",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,NA,0,0,0,NA
78966,"2013-05-09 14:22:38","2013-01-19 12:06:06","2012-08-20 11:13:18","2012-05-13 18:05:21","2012-01-28 21:08:57","2011-08-16 10:37:00",1,1,1,1,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,1,1,NA,NA,NA,1,0,0,0,NA,0,0,0,1,1,1,1,NA
55464,"","2013-02-02 22:20:19","2012-09-14 17:48:57","2012-05-18 21:45:47","2012-02-06 00:06:56","2011-08-16 00:12:00",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,1,1,1,0,NA,1,1,1,NA,1,NA,NA,0,0,NA,NA
86352,"2013-06-19 20:02:27","2013-02-04 20:13:17","2012-08-20 21:09:28","2012-05-14 12:40:04","2012-02-05 13:20:00","2011-08-17 17:21:00",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,0,0,NA,0,NA,1,1,NA,1,0,1,NA,NA,NA,NA,NA,NA
22745,"2013-05-15 04:36:32","2013-01-22 12:45:00","2012-08-20 12:55:51","2012-05-14 19:38:26","2012-02-07 18:41:14","2011-08-15 15:57:00",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,1,1,1,1,1,1,0,NA,0,0,0,0
78638,"","2013-01-28 23:09:13","2012-09-13 22:02:14","2012-05-21 16:35:58","2012-02-11 20:51:19","2011-08-16 16:33:00",NA,1,1,1,1,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,1,1,1,NA,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0
34853,"2013-05-04 16:13:21","2013-01-19 15:57:37","2012-08-24 02:48:21","2012-05-11 03:02:17","2012-01-28 15:23:01","2011-08-15 16:38:00",1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,NA,1,0,0,NA,NA
50869,"2013-05-02 10:01:13","2013-01-19 00:08:41","2012-08-24 19:43:05","2012-05-09 16:21:38","2012-01-28 13:31:11","2011-08-15 17:39:00",1,1,1,1,NA,1,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,1,1,NA,1,1,NA,0,0,0,0,0,0,1,1,1,1,1,1
46654,"2013-05-09 21:02:01","2013-01-25 22:38:45","2012-08-24 01:07:04","2012-05-15 09:41:52","2012-02-26 14:34:10","2011-08-22 11:43:00",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA
73303,"2013-05-14 18:48:46","2013-02-03 21:52:52","2012-08-26 21:11:32","2012-05-15 18:46:33","2012-01-29 14:39:39","2011-08-15 23:12:00",1,1,1,NA,1,NA,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA
74916,"","2013-01-19 16:00:50","2012-09-20 15:33:37","2012-05-14 13:26:05","2012-02-03 12:10:51","2011-08-16 14:26:00",NA,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1
50947,"2013-05-02 12:08:07","2013-01-24 21:26:09","2012-08-21 21:45:31","2012-05-18 09:33:56","","2011-08-25 11:35:00",0,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0
52385,"2013-05-09 02:28:31","2013-01-21 12:07:11","2012-09-09 16:44:03","2012-05-18 14:49:35","","2011-08-23 23:52:00",1,1,1,1,NA,1,0,0,0,0,NA,0,0,0,0,0,NA,0,1,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1
24760,"2013-05-15 13:27:12","2013-02-02 14:50:26","2012-09-07 15:16:09","","2012-01-28 13:20:20","2011-08-16 02:01:00",0,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA
40877,"","","","","","2011-08-15 15:05:00",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38893,"2013-05-02 20:48:44","2013-01-22 09:43:37","2012-08-20 13:25:30","2012-05-18 17:09:03","2012-02-03 13:22:55","2011-08-24 23:37:00",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,NA,1,NA,1,NA
59367,"2013-05-12 23:55:21","2013-01-20 22:59:19","2012-08-20 14:22:32","2012-05-09 15:33:21","2012-01-29 17:48:23","2011-08-15 16:40:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,0,0,0,0,NA,0,0,0,0,NA
60830,"2013-05-27 19:34:48","","2012-08-21 01:06:24","2012-05-14 23:12:39","","2011-08-22 23:28:00",1,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1
68533,"2013-05-09 00:44:51","2013-02-16 10:51:59","2012-08-24 13:58:25","2012-05-14 17:33:47","2012-02-22 17:27:54","2011-08-15 20:13:00",0,0,0,1,1,1,NA,NA,NA,NA,0,NA,1,0,0,NA,0,NA,NA,NA,1,1,1,1,NA,0,0,0,0,0,NA,NA,1,1,1,1
49294,"2013-05-14 20:36:44","2013-02-04 16:26:56","2012-08-22 16:52:14","2012-05-21 11:42:22","2012-01-29 15:36:17","2011-08-16 13:02:00",NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,1,1,NA,1,1,1,0,NA,NA,NA,0,0,1,NA,1,NA,NA,NA
50181,"2013-05-07 19:08:43","2013-01-22 15:25:36","2012-08-20 15:15:11","2012-05-18 23:54:56","2012-02-15 17:27:07","2011-08-31 16:44:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,0,1,NA,1,1,1,1,1,0,NA,1,0,1,NA,NA
13799,"2013-05-02 10:06:20","2013-01-22 21:24:22","2012-08-25 11:32:14","2012-05-16 17:53:05","2012-02-08 22:41:59","2011-08-15 18:18:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,0
66245,"2013-05-09 14:44:48","2013-02-03 21:41:14","2012-08-28 15:28:32","2012-05-15 11:05:16","2012-02-12 16:00:44","2011-08-23 16:01:00",NA,1,0,NA,0,0,1,1,1,1,1,NA,1,1,1,NA,NA,0,0,NA,NA,0,0,0,1,1,1,NA,NA,0,NA,0,NA,NA,0,0
17041,"","","","","2012-02-27 14:16:20","2011-08-18 22:20:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1
73175,"2013-05-02 11:51:35","2013-01-18 21:25:53","2012-08-24 09:59:31","2012-05-14 15:54:36","2012-02-03 16:35:27","2011-09-26 15:43:00",NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,1,0,0,0,NA,0,0
57896,"","","2012-08-20 10:11:32","2012-05-13 21:20:24","2012-02-11 12:26:30","2011-08-16 16:53:00",NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
22617,"2013-05-12 13:46:31","2013-01-23 22:48:38","2012-08-21 13:39:37","2012-05-13 22:54:12","2012-01-28 14:40:46","2011-08-16 00:15:00",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0
10841,"2013-05-02 17:06:58","2013-01-20 12:39:25","2012-08-20 14:12:23","2012-05-18 12:28:28","2012-02-06 16:32:03","2011-08-15 17:19:00",0,0,0,0,0,1,NA,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,0,0,0,NA,0,0,0,NA,NA,NA,0,0,NA
32100,"2013-05-02 10:00:44","2013-01-28 17:22:19","2012-08-20 17:41:09","2012-05-13 18:13:06","2012-02-22 19:02:16","2011-08-15 21:17:00",NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
75178,"2013-05-09 10:22:31","2013-01-19 23:08:26","2012-08-20 14:43:03","2012-05-09 20:03:09","2012-02-10 18:07:24","2011-08-15 23:43:00",1,1,1,1,1,1,1,1,1,NA,1,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,1,1,0,1,0,NA,NA,1,1,1,1,1,1
77291,"2013-05-02 16:48:04","2013-01-19 15:22:44","2012-08-24 18:41:12","2012-05-10 11:12:39","2012-01-29 21:06:05","2011-08-18 23:59:00",NA,0,0,1,0,0,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,0,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,0,0,0
62555,"2013-05-07 23:47:24","2013-01-19 02:56:06","2012-08-25 11:41:16","2012-05-10 19:45:29","2012-02-24 01:07:04","2011-08-15 16:04:00",1,1,NA,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,NA,0
44167,"","2013-01-23 20:29:56","2012-09-14 17:37:42","2012-05-16 02:02:10","2012-01-30 13:20:45","2011-08-15 20:32:00",NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,1,NA,1,1,NA
26999,"2013-05-02 18:18:08","2013-01-28 17:40:11","2012-08-21 11:14:23","2012-05-09 16:34:25","2012-02-24 16:31:19","2011-08-15 14:58:00",1,NA,1,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,NA,NA,0,1,NA,NA,NA,NA,NA
13116,"2013-05-09 11:38:27","2013-01-30 13:38:03","2012-08-22 13:34:59","2012-05-14 14:22:03","2012-02-29 17:08:16","2011-08-15 20:25:00",1,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,0,0,NA,NA,1,1,1,1,1,NA,1,NA,0,NA,NA,NA,NA
51470,"","","2012-08-26 15:37:21","","2012-02-22 20:44:56","2011-08-15 20:26:00",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1
20905,"","2013-02-04 17:14:07","2012-09-13 16:47:50","2012-05-18 19:00:16","","2011-09-26 16:03:00",NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1
72700,"","","","","","2011-08-24 11:40:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
52635,"2013-05-07 18:15:20","2013-01-22 21:07:26","2012-08-20 11:00:16","2012-05-09 09:31:06","2012-01-29 15:29:25","2011-08-15 15:16:00",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA
14188,"2013-05-05 00:10:50","2013-01-18 21:40:45","2012-08-20 13:11:17","2012-05-14 17:43:15","2012-02-11 14:28:50","2011-08-15 18:14:00",1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,0,0,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,0
34250,"2013-05-14 00:39:58","2013-01-27 12:38:03","2012-09-03 11:01:57","2012-05-16 14:42:55","2012-02-05 22:17:59","2011-08-17 14:18:00",1,NA,1,1,1,1,NA,NA,0,0,0,1,NA,0,0,0,0,0,1,1,1,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,0
75466,"","","2012-08-23 11:07:36","2012-05-17 17:06:30","2012-02-03 22:17:03","2011-08-15 15:40:00",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,0,0
85596,"2013-05-02 13:01:49","2013-01-18 22:06:17","2012-08-20 13:50:02","2012-05-09 21:00:48","2012-01-28 13:38:17","2011-08-15 15:37:00",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,NA,0,0,0,0,0,0,1,0,NA,0,1,NA
69669,"","","2012-08-25 21:27:32","2012-05-11 21:07:03","2012-01-28 16:01:58","2011-08-17 20:36:00",NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,1,0,NA,NA
30952,"2013-05-09 22:26:22","2013-01-19 02:46:04","2012-09-01 22:23:54","2012-05-15 21:42:20","2012-02-11 01:53:51","2011-09-19 15:34:00",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,NA,1,NA,NA,0,NA,NA,NA
52615,"","","","","2012-01-28 12:12:10","2011-08-31 10:05:00",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,NA
95426,"","","","","","2011-08-15 15:24:00",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
51597,"2013-05-10 17:30:22","2013-01-24 17:07:03","2012-08-25 20:50:15","2012-05-17 21:18:24","2012-02-05 16:53:04","2011-08-18 23:03:00",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,NA,NA
51675,"2013-05-07 13:57:00","2013-01-29 19:07:12","2012-09-01 13:39:44","2012-05-18 22:23:50","2012-01-28 15:54:58","2011-08-16 10:08:00",0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
65102,"","","2012-08-19 21:45:09","2012-05-10 21:10:49","2012-02-24 15:01:42","2011-08-15 15:12:00",NA,NA,1,0,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0
84472,"","2013-01-22 22:13:26","2012-08-20 23:42:14","2012-05-17 16:31:35","2012-02-23 20:03:17","2011-08-15 18:19:00",NA,1,1,1,1,1,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA
26425,"2013-05-07 17:34:31","2013-01-25 12:37:40","2012-09-07 23:21:08","2012-05-09 09:10:55","2012-02-26 02:56:34","2011-08-16 20:26:00",0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,0,NA,0,NA,1,0,0,0,0,NA,0,NA,NA,NA,1,1,1,1,NA
